# ========
# captured on: Mon Jul 15 18:46:18 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match bitmap_8888_update --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 398, 399, 400, 401, 402, 403, 404, 405 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 27329991817
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.00%    bench  libdricore.so            [.] _mesa_image_offset                                                                                                                                                                                                                                   
     0.00%    bench  bench                    [.] GrGpu::writeTexturePixels(GrTexture*, int, int, int, int, GrPixelConfig, void const*, unsigned long)                                                                                                                                                 
     0.00%    bench  bench                    [.] SkBitmap::internalErase(SkIRect const&, unsigned int, unsigned int, unsigned int, unsigned int) const                                                                                                                                                
     0.00%    bench  bench                    [.] GrGLEffect::GenAttribKey(GrDrawEffect const&)                                                                                                                                                                                                        
     0.00%    bench  nouveau_dri.so           [.] nouveau_bo_ref@plt                                                                                                                                                                                                                                   
     0.00%    bench  libglsl.so               [.] ir_function::exact_matching_signature(exec_list const*)                                                                                                                                                                                              
     0.00%    bench  bench                    [.] SkFixedMul_portable(int, int)                                                                                                                                                                                                                        
     0.00%    bench  nouveau_dri.so           [.] u_default_transfer_inline_write                                                                                                                                                                                                                      
     0.00%    bench  bench                    [.] GrContext::findAndRefTexture(GrTextureDesc const&, GrCacheID const&, GrTextureParams const*)                                                                                                                                                         
     0.00%    bench  bench                    [.] GrInOrderDrawBuffer::onReserveVertexSpace(unsigned long, int, void**)                                                                                                                                                                                
     0.00%    bench  bench                    [.] SkChunkAlloc::reset()                                                                                                                                                                                                                                
     0.00%    bench  libdrm_nouveau.so.1.0.0  [.] drmCommandWriteRead@plt                                                                                                                                                                                                                              
     0.00%    bench  libc-2.15.so             [.] __vsnprintf_chk                                                                                                                                                                                                                                      
     0.00%    bench  bench                    [.] GrGLRenderTarget::getResolveType() const                                                                                                                                                                                                             
     0.00%    bench  libdricore.so            [.] _mesa_symbol_table_find_symbol                                                                                                                                                                                                                       
     0.00%    bench  libglsl.so               [.] ir_hierarchical_visitor::visit_enter(ir_assignment*)                                                                                                                                                                                                 
     0.00%    bench  bench                    [.] SkBitmapProcShader::SkBitmapProcShader(SkBitmap const&, SkShader::TileMode, SkShader::TileMode)                                                                                                                                                      
     0.00%    bench  bench                    [.] GrDrawTarget::AutoReleaseGeometry::~AutoReleaseGeometry()                                                                                                                                                                                            
     0.00%    bench  libdricore.so            [.] _mesa_delete_texture_image                                                                                                                                                                                                                           
     0.00%    bench  nouveau_dri.so           [.] nv50_screen_make_buffers_resident                                                                                                                                                                                                                    
     0.00%    bench  bench                    [.] GrResource::release()                                                                                                                                                                                                                                
     0.00%    bench  bench                    [.] SkBitmapProcShader::~SkBitmapProcShader()                                                                                                                                                                                                            
     0.00%    bench  bench                    [.] GrContext::getMaxTextureSize() const                                                                                                                                                                                                                 
     0.00%    bench  libglsl.so               [.] ir_reader::read_function_sig(ir_function*, s_expression*, bool)                                                                                                                                                                                      
     0.00%    bench  nouveau_dri.so           [.] nv50_miptree_transfer_unmap                                                                                                                                                                                                                          
     0.00%    bench  libdricore.so            [.] _mesa_add_parameter                                                                                                                                                                                                                                  
     0.00%    bench  libfontconfig.so.1.4.4   [.] FcStrSetMember                                                                                                                                                                                                                                       
     0.00%    bench  nouveau_dri.so           [.] nv50_screen_tic_alloc                                                                                                                                                                                                                                
     0.00%    bench  libdricore.so            [.] _mesa_get_enabled_extension                                                                                                                                                                                                                          
     0.00%    bench  libdricore.so            [.] _ae_invalidate_state                                                                                                                                                                                                                                 
     0.00%    bench  libc-2.15.so             [.] random_r                                                                                                                                                                                                                                             
     0.00%    bench  nouveau_dri.so           [.] driIndexConfigAttrib                                                                                                                                                                                                                                 
     0.00%    bench  libfreetype.so.6.8.0     [.] FT_Done_Library                                                                                                                                                                                                                                      
     0.00%    bench  libc-2.15.so             [.] srandom_r                                                                                                                                                                                                                                            
     0.00%    bench  nouveau_dri.so           [.] strcmp@plt                                                                                                                                                                                                                                           
     0.00%    bench  libm-2.15.so             [.] __powf_finite                                                                                                                                                                                                                                        
     0.00%    bench  nouveau_dri.so           [.] dri_destroy_screen_helper                                                                                                                                                                                                                            
     0.00%    bench  libfreetype.so.6.8.0     [.] TT_RunIns                                                                                                                                                                                                                                            
     0.00%    bench  bench                    [.] Fact4(void*)                                                                                                                                                                                                                                         
     0.00%    bench  libfontconfig.so.1.4.4   [.] FcValueSave                                                                                                                                                                                                                                          
     0.00%    bench  libc-2.15.so             [.] execvpe                                                                                                                                                                                                                                              


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
