# ========
# captured on: Mon Jul 15 17:50:59 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match lines --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 142, 143, 144, 145, 146, 147, 148, 149 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 4K of event 'cycles'
# Event count (approx.): 3610547367
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.05%    bench  bench                    [.] GrTAllocator<GrDrawState::DeferredState>::reset()                                                                                                                                                                                                    
     0.04%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_map_range                                                                                                                                                                                                                                 
     0.04%    bench  bench                    [.] GrDrawState::setDefaultVertexAttribs()                                                                                                                                                                                                               
     0.04%    bench  bench                    [.] SkRTree::insert(SkRTree::Node*, SkRTree::Branch*, unsigned short)                                                                                                                                                                                    
     0.03%    bench  libc-2.15.so             [.] vfprintf                                                                                                                                                                                                                                             
     0.03%    bench  bench                    [.] sk_memset32_SSE2(unsigned int*, unsigned int, int)                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkBitmap::operator=(SkBitmap const&)                                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] free@plt                                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkDraw::SkDraw()                                                                                                                                                                                                                                     
     0.02%    bench  nouveau_dri.so           [.] nouveau_pushbuf_submit@plt                                                                                                                                                                                                                           
     0.02%    bench  libglsl.so               [.] ir_constant::ir_constant(int)                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] GrDrawTarget::setVertexSourceToBuffer(GrVertexBuffer const*)                                                                                                                                                                                         
     0.02%    bench  libc-2.15.so             [.] mmap64                                                                                                                                                                                                                                               
     0.02%    bench  libglsl.so               [.] ir_variable::ir_variable(glsl_type const*, char const*, ir_variable_mode)                                                                                                                                                                            
     0.02%    bench  libGL.so.1.2             [.] glXGetFBConfigAttribSGIX                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] GrContext::resolveRenderTarget(GrRenderTarget*)                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] SkRegion::Oper(SkRegion const&, SkRegion const&, SkRegion::Op, SkRegion*)                                                                                                                                                                            
     0.02%    bench  bench                    [.] GrInOrderDrawBuffer::releaseReservedVertexSpace()                                                                                                                                                                                                    
     0.02%    bench  nouveau_dri.so           [.] nouveau_pushbuf_emit_reloc@plt                                                                                                                                                                                                                       
     0.02%    bench  libgallium.so            [.] util_format_description                                                                                                                                                                                                                              
     0.02%    bench  nouveau_dri.so           [.] nv50_m2mf_rect_setup                                                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] GrDrawState::AutoViewMatrixRestore::restore()                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] SkChopCubicAt(SkPoint const*, SkPoint*, float)                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] glTexSubImage2D@plt                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessX>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessX)                                                                                                                                  
     0.02%    bench  libGL.so.1.2             [.] glPixelStorei                                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] SkScanClipper::SkScanClipper(SkBlitter*, SkRegion const*, SkIRect const&, bool)                                                                                                                                                                      
     0.02%    bench  libdricore.so            [.] _mesa_components_in_format                                                                                                                                                                                                                           
     0.02%    bench  libglsl.so               [.] ir_reader::read_dereference(s_expression*)                                                                                                                                                                                                           
     0.02%    bench  bench                    [.] SkTLS::PlatformGetSpecific(bool)                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] _ZN13SkPathStroker13finishContourEbb.constprop.25                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessY>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessY)                                                                                                                                  
     0.02%    bench  nouveau_dri.so           [.] nouveau_bo_new@plt                                                                                                                                                                                                                                   
     0.02%    bench  libGL.so.1.2             [.] glXMakeCurrent                                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] TimerData::appendTimes(BenchTimer*, bool)                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] make_random_rects(SkRandom&, int, int)                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] SkPaint::SkPaint(SkPaint const&)                                                                                                                                                                                                                     
     0.02%    bench  libdricore.so            [.] _mesa_TexSubImage2D                                                                                                                                                                                                                                  
     0.02%    bench  nouveau_dri.so           [.] nv50_validate_derived_rs                                                                                                                                                                                                                             
     0.02%    bench  libdricore.so            [.] _mesa_BindBufferARB                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] SkProcCoeffXfermode::asMode(SkXfermode::Mode*) const                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] HairLineEdgeEffect::getFactory() const                                                                                                                                                                                                               
     0.02%    bench  libLLVM-3.0.so.1         [.] llvm::DenseMap<unsigned int, std::pair<unsigned int, unsigned int>, llvm::DenseMapInfo<unsigned int>, llvm::DenseMapInfo<std::pair<unsigned int, unsigned int> > >::operator[](unsigned int const&)                                                  
     0.02%    bench  libdricore.so            [.] _mesa_BindTexture                                                                                                                                                                                                                                    
     0.02%    bench  nouveau_dri.so           [.] nouveau_buffer_create                                                                                                                                                                                                                                
     0.02%    bench  nouveau_dri.so           [.] nouveau_pushbuf_marker_emit@plt                                                                                                                                                                                                                      
     0.02%    bench  libpthread-2.15.so       [.] pthread_getspecific                                                                                                                                                                                                                                  
     0.02%    bench  libdricore.so            [.] _mesa_store_texsubimage2d                                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] tool_main(int, char**)                                                                                                                                                                                                                               
     0.02%    bench  libgallium.so            [.] cso_set_vertex_sampler_views                                                                                                                                                                                                                         
     0.02%    bench  bench                    [.] GrDefaultPathRenderer::canDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget const*, bool) const                                                                                                                                               
     0.02%    bench  libLLVM-3.0.so.1         [.] llvm::DenseMap<unsigned int, unsigned int, llvm::DenseMapInfo<unsigned int>, llvm::DenseMapInfo<unsigned int> >::operator[](unsigned int const&)                                                                                                     
     0.02%    bench  bench                    [.] SkTLS::Get(void* (*)(), void (*)(void*))                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkRasterClip::SkRasterClip()                                                                                                                                                                                                                         
     0.02%    bench  bench                    [.] GrTHashTable<GrResourceEntry, GrResourceKey, 8ul>::insert(GrResourceKey const&, GrResourceEntry*)                                                                                                                                                    
     0.02%    bench  libdricore.so            [.] _mesa_init_point                                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] SkDraw::drawPath(SkPath const&, SkPaint const&, SkMatrix const*, bool) const                                                                                                                                                                         
     0.02%    bench  bench                    [.] GrTexture::writePixels(int, int, int, int, GrPixelConfig, void const*, unsigned long, unsigned int)                                                                                                                                                  
     0.02%    bench  nouveau_dri.so           [.] u_transfer_map_vtbl                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] GrGLProgram::setEffectData(GrGpuGL*, GrEffectStage const&, GrGLProgram::EffectAndSamplers const&)                                                                                                                                                    
     0.02%    bench  bench                    [.] pthread_getspecific@plt                                                                                                                                                                                                                              
     0.02%    bench  libgallium.so            [.] vbo_sizeof_ib_type@plt                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] realloc@plt                                                                                                                                                                                                                                          
     0.02%    bench  bench                    [.] GrEffect::addTextureAccess(GrTextureAccess const*)                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkEdgeBuilder::SkEdgeBuilder()                                                                                                                                                                                                                       
     0.02%    bench  libdricore.so            [.] _mesa_propagate_uniforms_to_driver_storage                                                                                                                                                                                                           
     0.02%    bench  nouveau_dri.so           [.] tgsi_scan_shader                                                                                                                                                                                                                                     
     0.02%    bench  nouveau_dri.so           [.] draw_cull_stage                                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] SkPaint::setXfermode(SkXfermode*)                                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] GrIndexBufferAllocPool::currentBufferIndices() const                                                                                                                                                                                                 
     0.02%    bench  libLLVM-3.0.so.1         [.] 0x00000000007f4e50                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkRegion::SkRegion()                                                                                                                                                                                                                                 
     0.02%    bench  libgallium.so            [.] _vbo_InvalidateState@plt                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkRasterClip::setRect(SkIRect const&)                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] SkBitmap::freePixels()                                                                                                                                                                                                                               
     0.02%    bench  nouveau_dri.so           [.] nv50_bufctx_del_resident                                                                                                                                                                                                                             
     0.02%    bench  libgallium.so            [.] st_invalidate_state                                                                                                                                                                                                                                  
     0.02%    bench  libglsl.so               [.] ir_instruction::as_expression()                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] SkPath::cubicTo(float, float, float, float, float, float)                                                                                                                                                                                            
     0.02%    bench  libglsl.so               [.] ir_rvalue::ir_rvalue()                                                                                                                                                                                                                               
     0.02%    bench  libglsl.so               [.] _mesa_glsl_parse(_mesa_glsl_parse_state*)                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] SkString::SkString()                                                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] GrResource::getContext() const                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] GrInOrderDrawBuffer::onDrawRect(SkRect const&, SkMatrix const*, SkRect const*, SkMatrix const*)                                                                                                                                                      
     0.02%    bench  bench                    [.] GrInOrderDrawBuffer::geometryHints(int*, int*) const                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] GrDrawTarget::pushGeometrySource()                                                                                                                                                                                                                   
     0.02%    bench  libstdc++.so.6.0.16      [.] operator new(unsigned long)                                                                                                                                                                                                                          
     0.02%    bench  bench                    [.] SkFixedMul_portable(int, int)                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] GrGpu::clear(SkIRect const*, unsigned int, GrRenderTarget*)                                                                                                                                                                                          
     0.02%    bench  libglsl.so               [.] ir_variable::accept(ir_visitor*)                                                                                                                                                                                                                     
     0.02%    bench  libglsl.so               [.] ralloc_array_size                                                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] SkPoint::rotateCCW(SkPoint*) const                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] GrStencilSettings::isDisabled() const                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] memcpy@plt                                                                                                                                                                                                                                           
     0.02%    bench  libdricore.so            [.] _mesa_error_check_format_and_type                                                                                                                                                                                                                    
     0.02%    bench  libgallium.so            [.] st_gl_texture_dims_to_pipe_dims                                                                                                                                                                                                                      
     0.02%    bench  libdricore.so            [.] _mesa_DeleteTextures                                                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] F_303(void*)                                                                                                                                                                                                                                         
     0.02%    bench  bench                    [.] SkMatrix::postTranslate(float, float)                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] SkPoint::scale(float, SkPoint*) const                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] SkBitmap::getSafeSize() const                                                                                                                                                                                                                        
     0.02%    bench  libglsl.so               [.] ir_copy_propagation_elements_visitor::visit_leave(ir_assignment*)                                                                                                                                                                                    
     0.02%    bench  libglsl.so               [.] yyparse                                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] GrEffect::operator new(unsigned long)                                                                                                                                                                                                                
     0.02%    bench  nouveau_dri.so           [.] nouveau_mm_free                                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] SkEdgeClipper::clipMonoCubic(SkPoint const*, SkRect const&)                                                                                                                                                                                          
     0.02%    bench  libc-2.15.so             [.] ioctl                                                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] GrGLShaderBuilder::KeyForTextureAccess(GrTextureAccess const&, GrGLCaps const&)                                                                                                                                                                      
     0.02%    bench  libdricore.so            [.] _mesa_symbol_table_find_symbol                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] SkFindUnitQuadRoots(float, float, float, float*)                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] GrTBackendEffectFactory<HairLineEdgeEffect>::glEffectKey(GrDrawEffect const&, GrGLCaps const&) const                                                                                                                                                 
     0.02%    bench  bench                    [.] _ZNK12GrTHashTableI15GrResourceEntry13GrResourceKeyLm8EE4findI21GrTDefaultFindFunctorIS0_EEEPS0_RKS1_RKT_.constprop.24                                                                                                                               
     0.02%    bench  libdricore.so            [.] _mesa_symbol_table_pop_scope                                                                                                                                                                                                                         
     0.02%    bench  bench                    [.] GrDrawTarget::clipWillBeSet(GrClipData const*)                                                                                                                                                                                                       
     0.02%    bench  libdricore.so            [.] _mesa_image_image_stride                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkPixelRef::SkPixelRef(SkBaseMutex*)                                                                                                                                                                                                                 
     0.02%    bench  libglsl.so               [.] ir_swizzle::accept(ir_hierarchical_visitor*)                                                                                                                                                                                                         
     0.02%    bench  libdricore.so            [.] _mesa_UniformMatrix3fvARB                                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] GrInOrderDrawBuffer::recordState()                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkCubicEdge::setCubic(SkPoint const*, SkIRect const*, int)                                                                                                                                                                                           
     0.02%    bench  bench                    [.] SkEdgeBuilder::build(SkPath const&, SkIRect const*, int)                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkMallocPixelRef::~SkMallocPixelRef()                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] BenchGpuTimer::endGpu()                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::~AutoStateRestore()                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] GrBufferAllocPool::unlock()                                                                                                                                                                                                                          
     0.02%    bench  libglsl.so               [.] ralloc_size                                                                                                                                                                                                                                          
     0.02%    bench  libglsl.so               [.] glcpp_lex                                                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] Sk64::setMul(int, int)                                                                                                                                                                                                                               
     0.02%    bench  nouveau_dri.so           [.] nouveau_bo_ref@plt                                                                                                                                                                                                                                   
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_new_tile                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] GrTexture::sizeInBytes() const                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] GrGpu::geometrySourceWillPop(GrDrawTarget::GeometrySrcState const&)                                                                                                                                                                                  
     0.02%    bench  bench                    [.] GrTexture::ComputeScratchKey(GrTextureDesc const&)                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] GrDrawTarget::resetVertexSource()                                                                                                                                                                                                                    
     0.02%    bench  libgallium.so            [.] cso_hash_iter_data                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] GrDrawState::setVertexAttribs(GrVertexAttrib const*, int)                                                                                                                                                                                            
     0.02%    bench  libglsl.so               [.] ast_function_expression::hir(exec_list*, _mesa_glsl_parse_state*)                                                                                                                                                                                    
     0.02%    bench  bench                    [.] GrSoftwarePathRenderer::onDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget*, bool)                                                                                                                                                           
     0.02%    bench  libfreetype.so.6.8.0     [.] FT_Lookup_Renderer                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] SkMatrix::reset()                                                                                                                                                                                                                                    
     0.02%    bench  libglsl.so               [.] calloc@plt                                                                                                                                                                                                                                           
     0.02%    bench  bench                    [.] SkPaint::setAntiAlias(bool)                                                                                                                                                                                                                          
     0.02%    bench  bench                    [.] SkRectClipBlitter::blitAntiH(int, int, unsigned char const*, short const*)                                                                                                                                                                           
     0.02%    bench  bench                    [.] GrDrawTarget::canApplyCoverage() const                                                                                                                                                                                                               
     0.02%    bench  nouveau_dri.so           [.] x86_xor                                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] GrGpu::getQuadIndexBuffer() const                                                                                                                                                                                                                    
     0.02%    bench  libglsl.so               [.] glsl_symbol_table::get_type(char const*)                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] _ZN6SkPath7RawIter4nextEP7SkPoint.constprop.54                                                                                                                                                                                                       
     0.02%    bench  libdricore.so            [.] _mesa_BufferDataARB                                                                                                                                                                                                                                  
     0.02%    bench  libglsl.so               [.] ir_variable::accept(ir_hierarchical_visitor*)                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] SkBitmap::ComputeRowBytes(SkBitmap::Config, int)                                                                                                                                                                                                     
     0.02%    bench  nouveau_dri.so           [.] util_format_read_4f                                                                                                                                                                                                                                  
     0.02%    bench  bench                    [.] glActiveTexture@plt                                                                                                                                                                                                                                  
     0.02%    bench  libglsl.so               [.] ir_instruction::as_constant()                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] GrDrawTarget::AutoReleaseGeometry::~AutoReleaseGeometry()                                                                                                                                                                                            
     0.02%    bench  bench                    [.] SkDivBits(int, int, int)                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] SkAAClip::~SkAAClip()                                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] GrDrawTarget::drawIndexed(GrPrimitiveType, int, int, int, int, SkRect const*)                                                                                                                                                                        
     0.02%    bench  libfontconfig.so.1.4.4   [.] FcStrSetMember                                                                                                                                                                                                                                       
     0.02%    bench  libdricore.so            [.] _mesa_make_extension_string                                                                                                                                                                                                                          
     0.02%    bench  libGL.so.1.2             [.] glXGetProcAddressARB                                                                                                                                                                                                                                 
     0.01%    bench  libfreetype.so.6.8.0     [.] FT_GlyphLoader_Rewind                                                                                                                                                                                                                                
     0.01%    bench  libm-2.15.so             [.] __powf_finite                                                                                                                                                                                                                                        
     0.01%    bench  libdricore.so            [.] _mesa_get_enabled_extension                                                                                                                                                                                                                          
     0.01%    bench  libfreetype.so.6.8.0     [.] TT_RunIns                                                                                                                                                                                                                                            
     0.01%    bench  libfreetype.so.6.8.0     [.] 0x0000000000022517                                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] noOpGLGetString(unsigned int)                                                                                                                                                                                                                        
     0.01%    bench  libdrm.so.2.4.0          [.] drmGetVersion                                                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] S2(void*)                                                                                                                                                                                                                                            
     0.01%    bench  libfontconfig.so.1.4.4   [.] close@plt                                                                                                                                                                                                                                            
     0.01%    bench  libXext.so.6.4.0         [.] XextRemoveDisplay                                                                                                                                                                                                                                    
     0.01%    bench  libxcb.so.1.1.0          [.] xcb_get_extension_data                                                                                                                                                                                                                               


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
