# ========
# captured on: Mon Jul 15 17:55:19 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match ovals_1_stroke_4 --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 166, 167, 168, 169, 170, 171, 172, 173 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 2K of event 'cycles'
# Event count (approx.): 1843722371
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.04%    bench  bench                    [.] EllipseEdgeEffect::getFactory() const                                                                                                                                                                                                                
     0.04%    bench  libdricore.so            [.] _mesa_get_format_base_format                                                                                                                                                                                                                         
     0.04%    bench  bench                    [.] GrInOrderDrawBuffer::recordState()                                                                                                                                                                                                                   
     0.04%    bench  bench                    [.] SkBitmap::SkBitmap()                                                                                                                                                                                                                                 
     0.04%    bench  bench                    [.] SkPath::SkPath()                                                                                                                                                                                                                                     
     0.04%    bench  bench                    [.] GrGLRenderTarget::getResolveType() const                                                                                                                                                                                                             
     0.04%    bench  libdricore.so            [.] _mesa_reference_buffer_object_                                                                                                                                                                                                                       
     0.04%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessX>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessX)                                                                                                                                  
     0.04%    bench  bench                    [.] SkPath::incReserve(unsigned int)                                                                                                                                                                                                                     
     0.04%    bench  bench                    [.] SkMatrix::postConcat(SkMatrix const&)                                                                                                                                                                                                                
     0.04%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessY>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessY)                                                                                                                                  
     0.04%    bench  libgallium.so            [.] st_invalidate_state                                                                                                                                                                                                                                  
     0.04%    bench  libLLVM-3.0.so.1         [.] llvm::X86TargetLowering::findRepresentativeClass(llvm::EVT) const                                                                                                                                                                                    
     0.04%    bench  bench                    [.] Fact4(void*)                                                                                                                                                                                                                                         
     0.04%    bench  bench                    [.] SkRegion::setRect(SkIRect const&)                                                                                                                                                                                                                    
     0.04%    bench  bench                    [.] SkScan::AntiFillPath(SkPath const&, SkRegion const&, SkBlitter*, bool)                                                                                                                                                                               
     0.04%    bench  bench                    [.] GrDrawTarget::drawNonIndexed(GrPrimitiveType, int, int, SkRect const*)                                                                                                                                                                               
     0.04%    bench  bench                    [.] SkMatrix::setConcat(SkMatrix const&, SkMatrix const&)                                                                                                                                                                                                
     0.04%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_emit_reloc                                                                                                                                                                                                                           
     0.04%    bench  bench                    [.] GrDrawState::willEffectReadDstColor() const                                                                                                                                                                                                          
     0.04%    bench  libdricore.so            [.] _mesa_valid_to_render                                                                                                                                                                                                                                
     0.04%    bench  bench                    [.] SkPaint::setAntiAlias(bool)                                                                                                                                                                                                                          
     0.04%    bench  bench                    [.] realloc@plt                                                                                                                                                                                                                                          
     0.04%    bench  bench                    [.] SkPath::~SkPath()                                                                                                                                                                                                                                    
     0.04%    bench  libdricore.so            [.] _mesa_get_enabled_extension                                                                                                                                                                                                                          
     0.04%    bench  libLLVM-3.0.so.1         [.] llvm::PMTopLevelManager::setLastUser(llvm::SmallVectorImpl<llvm::Pass*> const&, llvm::Pass*)                                                                                                                                                         
     0.04%    bench  libdricore.so            [.] _mesa_symbol_table_add_symbol                                                                                                                                                                                                                        
     0.04%    bench  libX11.so.6.3.0          [.] xcb_wait_for_reply@plt                                                                                                                                                                                                                               
     0.04%    bench  libexpat.so.1.5.2        [.] XML_ParserFree                                                                                                                                                                                                                                       
     0.03%    bench  libX11.so.6.3.0          [.] XOpenDisplay                                                                                                                                                                                                                                         
     0.02%    bench  libX11.so.6.3.0          [.] XGetVisualInfo                                                                                                                                                                                                                                       


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
